scenario_id,scenario_name,edge_id,congestion_level,time_multiplier,rain_risk,fog_risk,construction_penalty,closed
S1,weekend_busy,E040,4,1.38,1,1,0,False
S1,weekend_busy,E041,3,1.325,1,0,2,False
S1,weekend_busy,E042,4,1.377,1,1,0,False
S1,weekend_busy,E043,5,1.437,0,0,0,False
S1,weekend_busy,E044,3,1.257,1,1,0,False
S1,weekend_busy,E045,2,1.159,1,0,0,False
S1,weekend_busy,E046,4,1.351,0,1,0,False
S1,weekend_busy,E047,3,1.233,0,0,0,False
S1,weekend_busy,E048,3,1.23,1,0,0,False
S1,weekend_busy,E049,3,1.248,0,1,0,False
S1,weekend_busy,E050,4,1.395,1,0,0,False
S1,weekend_busy,E051,3,1.268,1,1,0,False
S1,weekend_busy,E052,4,1.312,0,0,0,False
S1,weekend_busy,E053,4,1.402,1,0,0,False
S1,weekend_busy,E054,2,1.172,0,1,0,False
S1,weekend_busy,E055,4,1.343,0,1,0,False
S1,weekend_busy,E056,4,1.33,1,0,0,False
S1,weekend_busy,E057,3,1.231,0,1,0,False
S1,weekend_busy,E058,3,1.281,0,1,0,False
S1,weekend_busy,E059,3,1.233,0,1,0,False
S1,weekend_busy,E060,4,1.301,0,0,0,False
S2,evening_rush,E001,5,1.692,0,2,0,False
S2,evening_rush,E002,4,1.476,0,0,0,False
S2,evening_rush,E003,5,1.707,1,2,0,False
S2,evening_rush,E004,3,1.4,1,1,0,False
S2,evening_rush,E005,4,1.45,0,1,0,False
S2,evening_rush,E006,4,1.514,1,1,0,False
S2,evening_rush,E007,3,1.345,0,0,0,False
S2,evening_rush,E008,5,1.665,0,2,0,False
S2,evening_rush,E009,3,1.417,1,2,0,False
S2,evening_rush,E010,5,1.658,1,1,0,False
S2,evening_rush,E011,4,1.555,1,1,0,False
S2,evening_rush,E012,4,1.54,1,1,0,False
S2,evening_rush,E013,5,1.648,1,0,0,False
S2,evening_rush,E014,4,1.511,1,0,0,False
S2,evening_rush,E015,4,1.491,1,0,0,False
S2,evening_rush,E016,5,1.6,0,0,0,False
S2,evening_rush,E017,2,1.168,1,0,0,False
S2,evening_rush,E018,4,1.499,1,1,0,False
S2,evening_rush,E019,3,1.438,1,2,0,False
S2,evening_rush,E020,5,1.622,0,0,0,False
S2,evening_rush,E021,2,1.233,1,2,0,False
S2,evening_rush,E022,3,1.393,1,0,2,False
S2,evening_rush,E023,3,1.494,0,2,3,False
S2,evening_rush,E024,4,1.484,0,0,0,False
S2,evening_rush,E025,4,1.527,1,1,0,False
S2,evening_rush,E026,5,1.577,0,0,0,False
S2,evening_rush,E027,4,1.45,0,1,0,False
S2,evening_rush,E028,4,1.448,0,0,0,False
S2,evening_rush,E029,5,1.619,1,0,0,False
S2,evening_rush,E030,3,1.307,1,0,0,False
S2,evening_rush,E031,5,1.679,1,1,0,False
S2,evening_rush,E032,5,1.664,1,2,0,False
S2,evening_rush,E033,5,1.657,1,0,0,False
S2,evening_rush,E034,5,1.653,0,2,0,False
S2,evening_rush,E035,4,1.499,1,0,0,False
S2,evening_rush,E036,4,1.537,1,1,0,False
S2,evening_rush,E037,3,1.348,1,1,0,False
S2,evening_rush,E038,5,1.626,0,1,0,False
S2,evening_rush,E039,4,1.485,0,1,0,False
S2,evening_rush,E040,4,1.518,0,1,0,False
S2,evening_rush,E041,5,1.655,1,0,0,False
S2,evening_rush,E042,4,1.452,1,0,0,False
S2,evening_rush,E043,4,1.467,0,1,0,False
S2,evening_rush,E044,4,1.451,1,0,0,False
S2,evening_rush,E045,3,1.337,1,1,0,False
S2,evening_rush,E046,4,1.522,0,2,0,False
S2,evening_rush,E047,5,1.66,0,2,0,False
S2,evening_rush,E048,3,1.499,1,1,3,False
S2,evening_rush,E049,4,1.547,1,1,0,False
S2,evening_rush,E050,4,1.537,1,1,0,False
S2,evening_rush,E051,4,1.474,1,0,0,False
S2,evening_rush,E052,4,1.511,1,1,0,False
S2,evening_rush,E053,5,1.783,1,2,3,False
S2,evening_rush,E054,4,1.566,1,2,0,False
S2,evening_rush,E055,3,1.435,1,2,0,False
S2,evening_rush,E056,2,1.227,1,0,0,False
S2,evening_rush,E057,5,1.642,1,0,0,False
S2,evening_rush,E058,4,1.572,1,1,2,False
S2,evening_rush,E059,4,1.494,0,0,0,False
S2,evening_rush,E060,4,1.533,0,2,0,False
S3,heavy_rain,E001,4,1.591,4,1,0,False
S3,heavy_rain,E002,2,1.286,3,1,0,False
S3,heavy_rain,E003,3,1.431,4,2,0,False
S3,heavy_rain,E004,2,1.4,5,2,0,False
S3,heavy_rain,E005,3,1.398,2,2,0,False
S3,heavy_rain,E006,3,1.444,4,2,0,False
S3,heavy_rain,E007,2,1.309,4,0,0,False
S3,heavy_rain,E008,4,1.582,5,1,0,False
S3,heavy_rain,E009,4,1.651,5,2,0,False
S3,heavy_rain,E010,5,1.723,4,1,0,False
S3,heavy_rain,E011,3,1.478,5,0,0,False
S3,heavy_rain,E012,3,1.458,3,1,2,False
S3,heavy_rain,E013,3,1.422,3,1,0,False
S3,heavy_rain,E014,3,1.465,5,1,0,False
S3,heavy_rain,E015,2,1.409,5,2,0,False
S3,heavy_rain,E016,4,1.582,5,1,0,False
S3,heavy_rain,E017,3,1.451,5,1,0,False
S3,heavy_rain,E018,4,1.486,2,0,0,False
S3,heavy_rain,E019,2,1.218,2,0,0,False
S3,heavy_rain,E020,3,1.461,4,2,0,False
S3,heavy_rain,E021,3,1.435,3,2,1,False
S3,heavy_rain,E022,4,1.474,2,0,0,False
S3,heavy_rain,E023,4,1.736,5,1,3,False
S3,heavy_rain,E024,3,1.362,2,0,0,False
S3,heavy_rain,E025,2,1.294,3,2,0,False
S3,heavy_rain,E026,3,1.496,4,2,0,False
S3,heavy_rain,E027,1,1.151,3,1,0,False
S3,heavy_rain,E028,3,1.39,3,0,0,False
S3,heavy_rain,E029,3,1.332,2,1,0,False
S3,heavy_rain,E030,2,1.319,5,0,0,False
S3,heavy_rain,E031,2,1.271,5,0,0,False
S3,heavy_rain,E032,3,1.432,4,1,0,False
S3,heavy_rain,E033,4,1.502,2,2,0,False
S3,heavy_rain,E034,4,1.588,5,0,0,False
S3,heavy_rain,E035,3,1.39,3,1,0,False
S3,heavy_rain,E036,4,1.599,3,2,0,False
S3,heavy_rain,E037,4,1.571,4,0,0,False
S3,heavy_rain,E038,3,1.482,4,1,2,False
S3,heavy_rain,E039,4,1.544,4,1,0,False
S3,heavy_rain,E040,2,1.278,4,1,0,False
S3,heavy_rain,E041,4,1.554,4,1,0,False
S3,heavy_rain,E042,1,1.178,3,2,0,False
S3,heavy_rain,E043,4,1.47,2,0,0,False
S3,heavy_rain,E044,4,1.549,5,0,0,False
S3,heavy_rain,E045,3,1.37,3,0,0,False
S3,heavy_rain,E046,1,1.187,4,1,0,False
S3,heavy_rain,E047,1,1.267,3,2,3,False
S3,heavy_rain,E048,1,1.116,2,2,0,False
S3,heavy_rain,E049,3,1.369,2,1,0,False
S3,heavy_rain,E050,3,1.433,2,2,0,False
S3,heavy_rain,E051,5,1.588,2,1,0,False
S3,heavy_rain,E052,2,1.208,2,1,0,False
S3,heavy_rain,E053,3,1.493,5,1,0,False
S3,heavy_rain,E054,2,1.258,3,1,0,False
S3,heavy_rain,E055,2,1.278,2,2,0,False
S3,heavy_rain,E056,3,1.34,3,0,0,False
S3,heavy_rain,E057,3,1.5,4,2,0,False
S3,heavy_rain,E058,4,1.604,5,0,0,False
S3,heavy_rain,E059,2,1.314,4,1,0,False
S3,heavy_rain,E060,3,1.489,4,2,0,False
S4,dense_fog,E001,4,1.502,0,4,0,False
S4,dense_fog,E002,3,1.401,2,2,0,False
S4,dense_fog,E003,2,1.305,2,4,0,False
S4,dense_fog,E004,2,1.264,2,2,0,False
S4,dense_fog,E005,2,1.212,1,2,0,False
S4,dense_fog,E006,1,1.115,2,2,0,False
S4,dense_fog,E007,1,1.214,0,3,2,False
S4,dense_fog,E008,3,1.334,1,3,0,False
S4,dense_fog,E009,3,1.435,2,5,0,False
S4,dense_fog,E010,3,1.434,1,4,0,False
S4,dense_fog,E011,1,1.122,0,4,0,False
S4,dense_fog,E012,2,1.219,2,2,0,False
S4,dense_fog,E013,1,1.143,0,5,0,False
S4,dense_fog,E014,2,1.307,1,4,0,False
S4,dense_fog,E015,4,1.5,0,4,0,False
S4,dense_fog,E016,1,1.133,2,3,0,False
S4,dense_fog,E017,3,1.4,2,2,0,False
S4,dense_fog,E018,3,1.351,2,2,0,True
S4,dense_fog,E019,2,1.314,1,5,0,False
S4,dense_fog,E020,2,1.172,0,2,0,False
S4,dense_fog,E021,2,1.255,1,2,0,False
S4,dense_fog,E022,1,1.139,2,3,0,False
S4,dense_fog,E023,3,1.456,1,5,0,False
S4,dense_fog,E024,3,1.387,1,4,0,False
S4,dense_fog,E025,2,1.334,2,5,0,False
S4,dense_fog,E026,2,1.31,1,4,0,False
S4,dense_fog,E027,2,1.303,2,3,0,False
S4,dense_fog,E028,3,1.305,0,2,0,False
S4,dense_fog,E029,3,1.531,2,4,3,False
S4,dense_fog,E030,1,1.259,2,5,0,False
S4,dense_fog,E031,3,1.431,0,5,0,False
S4,dense_fog,E032,1,1.122,1,4,0,False
S4,dense_fog,E033,3,1.419,2,4,0,False
S4,dense_fog,E034,2,1.256,2,3,0,False
S4,dense_fog,E035,1,1.157,2,3,0,False
S4,dense_fog,E036,3,1.449,2,4,0,False
S4,dense_fog,E037,2,1.263,2,3,0,False
S4,dense_fog,E038,3,1.439,2,5,0,False
S4,dense_fog,E039,2,1.171,0,2,0,False
S4,dense_fog,E040,2,1.256,0,4,0,False
S4,dense_fog,E041,1,1.102,0,4,0,False
S4,dense_fog,E042,2,1.203,1,2,0,False
S4,dense_fog,E043,2,1.282,1,4,0,False
S4,dense_fog,E044,1,1.185,2,3,0,False
S4,dense_fog,E045,2,1.24,1,3,0,False
S4,dense_fog,E046,2,1.209,0,2,0,False
S4,dense_fog,E047,2,1.212,0,4,0,False
S4,dense_fog,E048,2,1.228,0,3,0,False
S4,dense_fog,E049,3,1.48,1,2,3,False
S4,dense_fog,E050,3,1.474,2,4,0,False
S4,dense_fog,E051,3,1.478,2,2,3,False
S4,dense_fog,E052,2,1.236,0,3,0,False
S4,dense_fog,E053,3,1.323,0,2,0,False
S4,dense_fog,E054,2,1.257,1,3,0,False
S4,dense_fog,E055,4,1.516,2,3,0,False
S4,dense_fog,E056,3,1.361,0,4,0,False
S4,dense_fog,E057,4,1.521,1,3,0,False
S4,dense_fog,E058,4,1.524,2,3,0,False
S4,dense_fog,E059,1,1.14,2,2,0,False
S4,dense_fog,E060,2,1.19,1,2,0,False
