scenario_id,scenario_name,edge_id,congestion_level,time_multiplier,rain_risk,fog_risk,construction_penalty,closed
S0,weekday_normal,E052,1,1.035,0,0,0,False
S0,weekday_normal,E053,1,1.0,0,0,0,False
S0,weekday_normal,E054,1,1.0,0,0,0,False
S0,weekday_normal,E055,2,1.078,0,0,0,False
S0,weekday_normal,E056,2,1.079,0,0,0,False
S0,weekday_normal,E057,1,1.074,0,0,1,False
S0,weekday_normal,E058,1,1.0,0,0,0,False
S0,weekday_normal,E059,1,1.062,1,0,0,False
S0,weekday_normal,E060,1,1.011,1,0,0,False
S0,weekday_normal,E061,1,1.0,0,0,0,False
S0,weekday_normal,E062,2,1.048,0,0,0,False
S0,weekday_normal,E063,2,1.063,0,0,0,False
S0,weekday_normal,E064,2,1.149,1,0,0,False
S0,weekday_normal,E065,1,1.0,0,0,0,False
S0,weekday_normal,E066,1,1.089,0,0,3,False
S0,weekday_normal,E067,2,1.105,1,0,0,False
S0,weekday_normal,E068,1,1.0,0,0,0,False
S0,weekday_normal,E069,1,1.021,0,0,0,False
S0,weekday_normal,E070,1,1.042,1,0,0,False
S0,weekday_normal,E071,2,1.143,1,0,0,False
S0,weekday_normal,E072,2,1.045,0,0,0,False
S0,weekday_normal,E073,1,1.027,1,0,0,False
S0,weekday_normal,E074,1,1.045,1,0,0,False
S0,weekday_normal,E075,1,1.015,1,0,0,False
S0,weekday_normal,E076,2,1.085,1,0,0,False
S0,weekday_normal,E077,1,1.007,1,0,0,False
S0,weekday_normal,E078,2,1.111,1,0,0,False
S0,weekday_normal,E079,1,1.038,1,0,0,False
S0,weekday_normal,E080,1,1.036,0,0,0,False
S0,weekday_normal,E081,1,1.032,1,0,0,False
S0,weekday_normal,E082,2,1.142,1,0,0,False
S0,weekday_normal,E083,1,1.024,0,0,0,False
S0,weekday_normal,E084,1,1.063,1,0,0,False
S0,weekday_normal,E085,2,1.103,1,0,0,False
S0,weekday_normal,E086,2,1.058,0,0,0,False
S0,weekday_normal,E087,1,1.062,1,0,0,False
S0,weekday_normal,E088,1,1.0,0,0,0,False
S0,weekday_normal,E089,1,1.007,1,0,0,False
S0,weekday_normal,E090,2,1.106,0,0,0,False
S0,weekday_normal,E091,1,1.0,0,0,0,False
S0,weekday_normal,E092,1,1.024,1,0,0,False
S0,weekday_normal,E093,1,1.013,0,0,0,False
S0,weekday_normal,E094,1,1.048,1,0,0,False
S0,weekday_normal,E095,1,1.055,1,0,0,False
S0,weekday_normal,E096,2,1.083,0,0,0,False
S0,weekday_normal,E097,1,1.003,1,0,0,False
S0,weekday_normal,E098,1,1.0,0,0,0,False
S0,weekday_normal,E099,1,1.07,1,0,0,False
S0,weekday_normal,E100,2,1.037,0,0,0,False
S0,weekday_normal,E101,1,1.007,1,0,0,False
S0,weekday_normal,E102,1,1.014,0,0,0,False
S0,weekday_normal,E103,2,1.061,0,0,0,False
S0,weekday_normal,E104,1,1.0,0,0,0,False
S0,weekday_normal,E105,2,1.08,1,0,0,False
S0,weekday_normal,E106,1,1.033,1,0,0,False
S0,weekday_normal,E107,2,1.108,1,0,0,False
S0,weekday_normal,E108,2,1.051,0,0,0,False
S0,weekday_normal,E109,1,1.013,0,0,0,False
S0,weekday_normal,E110,2,1.061,0,0,0,False
S0,weekday_normal,E111,1,1.024,0,0,0,False
S0,weekday_normal,E112,1,1.046,1,0,0,False
S0,weekday_normal,E113,2,1.053,0,0,0,False
S0,weekday_normal,E114,1,1.0,0,0,0,False
S1,weekend_busy,E001,3,1.285,0,1,0,False
S1,weekend_busy,E002,5,1.456,0,1,0,False
S1,weekend_busy,E003,3,1.234,1,0,0,False
S1,weekend_busy,E004,2,1.106,0,1,0,False
S1,weekend_busy,E005,1,1.043,0,1,0,False
S1,weekend_busy,E006,4,1.396,1,0,0,False
S1,weekend_busy,E007,3,1.259,1,1,0,False
S1,weekend_busy,E008,4,1.402,1,0,0,False
S1,weekend_busy,E009,4,1.338,1,0,0,False
S1,weekend_busy,E010,3,1.265,0,0,0,False
S1,weekend_busy,E011,4,1.4,1,1,0,False
S1,weekend_busy,E012,2,1.197,1,1,0,False
S1,weekend_busy,E013,4,1.414,1,1,0,False
S1,weekend_busy,E014,5,1.498,1,0,0,False
S1,weekend_busy,E015,5,1.483,1,1,0,False
S1,weekend_busy,E016,3,1.298,1,1,0,False
S1,weekend_busy,E017,3,1.246,0,0,0,False
S1,weekend_busy,E018,4,1.399,1,0,0,False
S1,weekend_busy,E019,3,1.233,0,0,0,False
S1,weekend_busy,E020,2,1.116,0,0,0,False
S1,weekend_busy,E021,4,1.42,1,1,0,False
S1,weekend_busy,E022,4,1.379,0,1,0,False
S1,weekend_busy,E023,4,1.346,0,0,0,False
S1,weekend_busy,E024,2,1.145,1,1,0,False
S1,weekend_busy,E025,4,1.327,0,1,0,False
S1,weekend_busy,E026,3,1.23,1,0,0,False
S1,weekend_busy,E027,5,1.441,0,0,0,False
S1,weekend_busy,E028,4,1.308,0,0,0,False
S1,weekend_busy,E029,3,1.294,1,0,0,False
S1,weekend_busy,E030,2,1.181,1,1,0,False
S1,weekend_busy,E031,3,1.239,1,0,0,False
S1,weekend_busy,E032,3,1.284,1,0,0,False
S1,weekend_busy,E033,3,1.286,1,1,0,False
S1,weekend_busy,E034,3,1.32,1,0,1,False
S1,weekend_busy,E035,4,1.417,1,1,0,False
S1,weekend_busy,E036,4,1.382,1,1,0,False
S1,weekend_busy,E037,4,1.434,1,1,0,False
S1,weekend_busy,E038,2,1.17,0,1,0,False
S1,weekend_busy,E039,4,1.341,0,0,0,False
S1,weekend_busy,E040,4,1.396,1,0,0,False
S1,weekend_busy,E041,3,1.288,0,1,0,False
S1,weekend_busy,E042,4,1.437,1,1,0,False
S1,weekend_busy,E043,4,1.384,1,1,0,False
S1,weekend_busy,E044,4,1.406,1,0,0,False
S1,weekend_busy,E045,3,1.296,1,1,0,False
S1,weekend_busy,E046,4,1.302,0,0,0,False
S1,weekend_busy,E047,3,1.247,0,0,0,False
S1,weekend_busy,E048,4,1.428,1,1,0,False
S1,weekend_busy,E049,4,1.409,1,1,0,False
S1,weekend_busy,E050,4,1.391,1,0,0,False
S1,weekend_busy,E051,3,1.281,1,1,0,False
S1,weekend_busy,E052,3,1.274,1,1,0,False
S1,weekend_busy,E053,3,1.251,1,0,0,False
S1,weekend_busy,E054,4,1.52,1,1,3,False
S1,weekend_busy,E055,3,1.289,1,0,0,False
S1,weekend_busy,E056,4,1.394,1,0,0,False
S1,weekend_busy,E057,4,1.372,1,0,0,False
S1,weekend_busy,E058,3,1.22,1,0,0,False
S1,weekend_busy,E059,3,1.329,1,1,0,False
S1,weekend_busy,E060,3,1.192,0,0,0,False
S1,weekend_busy,E061,4,1.369,1,1,0,False
S1,weekend_busy,E062,4,1.343,1,0,0,False
S1,weekend_busy,E063,2,1.203,1,1,0,False
S1,weekend_busy,E064,5,1.479,0,0,0,False
S1,weekend_busy,E065,3,1.269,1,1,0,False
S1,weekend_busy,E066,3,1.31,1,1,0,False
S1,weekend_busy,E067,2,1.164,0,1,0,False
S1,weekend_busy,E068,4,1.352,0,0,0,False
S1,weekend_busy,E069,3,1.316,1,1,0,False
S1,weekend_busy,E070,5,1.48,1,0,0,False
S1,weekend_busy,E071,4,1.356,0,1,0,False
S1,weekend_busy,E072,3,1.241,0,0,0,False
S1,weekend_busy,E073,4,1.384,0,1,0,False
S1,weekend_busy,E074,5,1.502,0,1,0,False
S1,weekend_busy,E075,3,1.284,1,0,0,False
S1,weekend_busy,E076,3,1.23,0,1,0,False
S1,weekend_busy,E077,3,1.273,1,0,0,False
S1,weekend_busy,E078,3,1.247,0,1,0,False
S1,weekend_busy,E079,4,1.363,0,0,0,False
S1,weekend_busy,E080,3,1.262,0,1,0,False
S1,weekend_busy,E081,3,1.291,1,0,0,False
S1,weekend_busy,E082,4,1.343,0,0,0,False
S1,weekend_busy,E083,4,1.341,0,0,0,False
S1,weekend_busy,E084,3,1.236,0,0,0,False
S1,weekend_busy,E085,3,1.23,1,0,0,False
S1,weekend_busy,E086,4,1.387,0,1,0,False
S1,weekend_busy,E087,1,1.006,0,0,0,False
S1,weekend_busy,E088,3,1.287,1,1,0,False
S1,weekend_busy,E089,5,1.488,1,1,0,False
S1,weekend_busy,E090,3,1.286,1,1,0,False
S1,weekend_busy,E091,3,1.249,0,0,0,False
S1,weekend_busy,E092,2,1.156,0,1,0,False
S1,weekend_busy,E093,4,1.367,1,1,0,False
S1,weekend_busy,E094,3,1.213,0,0,0,False
S1,weekend_busy,E095,5,1.468,0,0,0,False
S1,weekend_busy,E096,4,1.338,0,1,0,False
S1,weekend_busy,E097,5,1.474,0,1,0,False
S1,weekend_busy,E098,4,1.366,1,1,0,False
S1,weekend_busy,E099,3,1.275,1,1,0,False
S1,weekend_busy,E100,3,1.237,1,0,0,False
S1,weekend_busy,E101,4,1.357,0,1,0,False
S1,weekend_busy,E102,4,1.35,0,0,0,False
S1,weekend_busy,E103,4,1.373,1,1,0,False
S1,weekend_busy,E104,4,1.319,0,0,0,False
S1,weekend_busy,E105,4,1.385,0,1,0,False
S1,weekend_busy,E106,5,1.495,0,1,0,False
S1,weekend_busy,E107,3,1.334,0,1,1,False
S1,weekend_busy,E108,1,1.103,1,1,0,False
S1,weekend_busy,E109,3,1.187,0,0,0,False
S1,weekend_busy,E110,3,1.244,1,0,0,False
S1,weekend_busy,E111,4,1.405,1,1,0,False
S1,weekend_busy,E112,1,1.0,0,0,0,False
S1,weekend_busy,E113,3,1.239,0,1,0,False
S1,weekend_busy,E114,4,1.371,1,1,0,False
S2,evening_rush,E001,3,1.361,0,2,0,False
S2,evening_rush,E002,4,1.472,0,0,0,False
S2,evening_rush,E003,4,1.541,0,2,0,False
S2,evening_rush,E004,4,1.54,1,2,0,False
S2,evening_rush,E005,4,1.494,0,1,0,False
S2,evening_rush,E006,4,1.507,0,2,0,False
S2,evening_rush,E007,2,1.135,0,0,0,False
S2,evening_rush,E008,3,1.431,0,1,2,False
S2,evening_rush,E009,4,1.627,1,1,2,False
S2,evening_rush,E010,4,1.473,1,0,0,False
S2,evening_rush,E011,5,1.656,0,1,0,False
S2,evening_rush,E012,4,1.451,0,1,0,False
S2,evening_rush,E013,3,1.492,0,2,3,False
S2,evening_rush,E014,3,1.307,0,1,0,False
S2,evening_rush,E015,5,1.681,0,2,0,False
S2,evening_rush,E016,4,1.478,1,0,0,False
S2,evening_rush,E017,5,1.667,1,0,0,True
S2,evening_rush,E018,3,1.355,0,2,0,False
S2,evening_rush,E019,4,1.545,1,2,0,False
S2,evening_rush,E020,5,1.632,0,0,1,False
S2,evening_rush,E021,4,1.525,1,0,0,False
S2,evening_rush,E022,3,1.344,1,1,0,False
S2,evening_rush,E023,4,1.479,0,2,0,False
S2,evening_rush,E024,4,1.536,0,2,0,False
S2,evening_rush,E025,4,1.528,1,1,0,False
S2,evening_rush,E026,4,1.55,1,2,0,False
S2,evening_rush,E027,5,1.637,0,2,0,False
S2,evening_rush,E028,4,1.5,0,1,0,False
S2,evening_rush,E029,4,1.529,1,2,0,False
S2,evening_rush,E030,5,1.648,0,1,0,False
S2,evening_rush,E031,3,1.423,1,2,0,False
S2,evening_rush,E032,3,1.344,1,0,0,False
S2,evening_rush,E033,3,1.37,1,0,0,False
S2,evening_rush,E034,4,1.547,1,2,0,False
S2,evening_rush,E035,4,1.504,1,0,0,False
S2,evening_rush,E036,3,1.343,0,2,0,False
S2,evening_rush,E037,5,1.614,1,0,0,False
S2,evening_rush,E038,4,1.441,0,0,0,False
S2,evening_rush,E039,3,1.351,1,0,0,False
S2,evening_rush,E040,3,1.393,1,1,0,False
S2,evening_rush,E041,4,1.461,1,0,0,False
S2,evening_rush,E042,3,1.344,0,1,0,False
S2,evening_rush,E043,4,1.475,0,1,0,False
S2,evening_rush,E044,4,1.446,0,0,0,False
S2,evening_rush,E045,3,1.302,0,0,0,False
S2,evening_rush,E046,3,1.331,1,1,0,False
S2,evening_rush,E047,2,1.226,1,0,0,False
S2,evening_rush,E048,5,1.657,0,1,1,False
S2,evening_rush,E049,4,1.501,0,2,0,False
S2,evening_rush,E050,3,1.37,0,2,0,False
S2,evening_rush,E051,4,1.458,1,0,0,False
S2,evening_rush,E052,3,1.387,0,2,0,False
S2,evening_rush,E053,4,1.516,1,1,0,False
S2,evening_rush,E054,5,1.634,0,1,0,False
S2,evening_rush,E055,4,1.539,1,2,0,False
S2,evening_rush,E056,5,1.652,1,0,0,False
S2,evening_rush,E057,4,1.479,1,0,0,False
S2,evening_rush,E058,4,1.535,1,1,0,False
S2,evening_rush,E059,4,1.515,1,0,0,False
S2,evening_rush,E060,4,1.421,0,0,0,False
S2,evening_rush,E061,4,1.537,1,1,0,False
S2,evening_rush,E062,3,1.356,0,0,1,False
S2,evening_rush,E063,4,1.507,0,1,0,False
S2,evening_rush,E064,5,1.644,0,2,0,False
S2,evening_rush,E065,2,1.198,1,0,0,False
S2,evening_rush,E066,4,1.492,0,0,0,False
S2,evening_rush,E067,3,1.439,1,2,0,False
S2,evening_rush,E068,5,1.655,1,1,0,False
S2,evening_rush,E069,3,1.378,0,2,0,False
S2,evening_rush,E070,3,1.339,0,0,0,False
S2,evening_rush,E071,5,1.734,1,2,0,False
S2,evening_rush,E072,3,1.287,0,0,0,False
S2,evening_rush,E073,4,1.493,0,2,0,False
S2,evening_rush,E074,4,1.501,1,1,0,True
S2,evening_rush,E075,4,1.505,1,0,0,False
S2,evening_rush,E076,4,1.506,1,1,0,False
S2,evening_rush,E077,4,1.435,0,0,0,False
S2,evening_rush,E078,4,1.506,0,1,0,False
S2,evening_rush,E079,5,1.765,0,1,3,False
S2,evening_rush,E080,3,1.372,1,0,0,False
S2,evening_rush,E081,3,1.375,0,2,0,False
S2,evening_rush,E082,3,1.353,1,1,0,False
S2,evening_rush,E083,4,1.505,1,1,0,False
S2,evening_rush,E084,3,1.396,0,2,0,False
S2,evening_rush,E085,4,1.533,1,2,0,False
S2,evening_rush,E086,4,1.521,0,2,0,False
S2,evening_rush,E087,4,1.517,1,2,0,False
S2,evening_rush,E088,3,1.367,1,1,0,False
S2,evening_rush,E089,3,1.302,0,0,0,False
S2,evening_rush,E090,4,1.544,0,2,0,False
S2,evening_rush,E091,4,1.485,0,0,0,False
S2,evening_rush,E092,4,1.513,0,1,0,False
S2,evening_rush,E093,4,1.503,1,0,0,False
S2,evening_rush,E094,4,1.514,0,2,0,False
S2,evening_rush,E095,3,1.329,0,2,0,False
S2,evening_rush,E096,3,1.348,0,1,0,False
S2,evening_rush,E097,4,1.467,0,0,0,False
S2,evening_rush,E098,3,1.304,1,0,0,False
S2,evening_rush,E099,5,1.665,1,1,0,False
S2,evening_rush,E100,3,1.353,0,1,0,False
S2,evening_rush,E101,4,1.482,1,1,0,False
S2,evening_rush,E102,3,1.407,1,2,0,False
S2,evening_rush,E103,4,1.547,1,2,0,False
S2,evening_rush,E104,5,1.661,0,2,0,False
S2,evening_rush,E105,4,1.544,1,2,0,False
S2,evening_rush,E106,3,1.345,1,0,0,False
S2,evening_rush,E107,3,1.363,0,1,0,False
S2,evening_rush,E108,3,1.303,1,0,0,False
S2,evening_rush,E109,4,1.492,0,1,0,False
S2,evening_rush,E110,5,1.659,0,1,0,False
S2,evening_rush,E111,4,1.596,1,2,2,False
S2,evening_rush,E112,5,1.642,0,2,0,False
S2,evening_rush,E113,3,1.27,0,0,0,False
S2,evening_rush,E114,5,1.659,0,0,1,False
S3,heavy_rain,E001,3,1.47,5,0,0,False
S3,heavy_rain,E002,2,1.282,4,1,0,False
S3,heavy_rain,E003,3,1.43,3,2,0,False
S3,heavy_rain,E004,3,1.361,3,0,0,False
S3,heavy_rain,E005,4,1.472,2,0,0,False
S3,heavy_rain,E006,4,1.573,4,2,0,False
S3,heavy_rain,E007,3,1.516,5,2,0,False
S3,heavy_rain,E008,2,1.28,3,2,0,False
S3,heavy_rain,E009,3,1.372,2,1,1,False
S3,heavy_rain,E010,4,1.536,5,0,0,False
S3,heavy_rain,E011,1,1.177,4,0,0,False
S3,heavy_rain,E012,4,1.514,3,1,0,False
S3,heavy_rain,E013,3,1.349,2,0,0,False
S3,heavy_rain,E014,3,1.452,4,2,0,False
S3,heavy_rain,E015,4,1.625,5,2,0,False
S3,heavy_rain,E016,4,1.573,3,2,0,False
S3,heavy_rain,E017,2,1.298,4,0,0,False
S3,heavy_rain,E018,4,1.519,3,0,0,False
S3,heavy_rain,E019,3,1.561,4,2,2,False
S3,heavy_rain,E020,1,1.186,4,2,0,False
S3,heavy_rain,E021,3,1.461,5,1,0,False
S3,heavy_rain,E022,4,1.637,5,1,0,False
S3,heavy_rain,E023,2,1.269,2,1,0,False
S3,heavy_rain,E024,2,1.21,2,1,0,False
S3,heavy_rain,E025,3,1.373,2,2,0,False
S3,heavy_rain,E026,1,1.22,5,1,0,False
S3,heavy_rain,E027,4,1.485,3,0,0,False
S3,heavy_rain,E028,2,1.202,2,1,0,False
S3,heavy_rain,E029,2,1.275,3,2,0,False
S3,heavy_rain,E030,4,1.518,4,0,0,False
S3,heavy_rain,E031,1,1.036,2,0,0,False
S3,heavy_rain,E032,4,1.523,4,0,0,False
S3,heavy_rain,E033,3,1.493,4,2,0,False
S3,heavy_rain,E034,2,1.246,2,2,0,False
S3,heavy_rain,E035,3,1.435,5,0,0,False
S3,heavy_rain,E036,4,1.52,2,1,0,False
S3,heavy_rain,E037,3,1.362,3,0,0,False
S3,heavy_rain,E038,4,1.559,2,2,0,False
S3,heavy_rain,E039,3,1.388,2,2,0,False
S3,heavy_rain,E040,3,1.343,2,0,0,False
S3,heavy_rain,E041,3,1.339,2,1,0,False
S3,heavy_rain,E042,2,1.313,4,1,0,False
S3,heavy_rain,E043,1,1.175,4,0,0,False
S3,heavy_rain,E044,4,1.571,4,1,0,False
S3,heavy_rain,E045,3,1.411,5,0,0,False
S3,heavy_rain,E046,3,1.376,2,1,0,False
S3,heavy_rain,E047,3,1.389,2,2,0,False
S3,heavy_rain,E048,5,1.685,3,1,0,False
S3,heavy_rain,E049,4,1.663,5,2,0,False
S3,heavy_rain,E050,2,1.406,5,2,0,False
S3,heavy_rain,E051,4,1.522,2,2,0,False
S3,heavy_rain,E052,2,1.302,3,1,0,False
S3,heavy_rain,E053,5,1.622,3,1,0,False
S3,heavy_rain,E054,3,1.339,2,1,0,False
S3,heavy_rain,E055,4,1.535,2,2,0,False
S3,heavy_rain,E056,1,1.118,2,2,0,False
S3,heavy_rain,E057,2,1.338,4,0,1,False
S3,heavy_rain,E058,2,1.313,4,2,0,False
S3,heavy_rain,E059,1,1.213,4,1,0,False
S3,heavy_rain,E060,3,1.458,3,2,0,False
S3,heavy_rain,E061,5,1.7,4,0,0,False
S3,heavy_rain,E062,4,1.565,4,1,0,False
S3,heavy_rain,E063,3,1.444,4,0,0,False
S3,heavy_rain,E064,4,1.61,5,0,0,False
S3,heavy_rain,E065,3,1.396,3,1,0,False
S3,heavy_rain,E066,4,1.523,4,0,0,False
S3,heavy_rain,E067,4,1.569,5,0,0,False
S3,heavy_rain,E068,1,1.072,2,0,0,False
S3,heavy_rain,E069,2,1.35,5,1,0,False
S3,heavy_rain,E070,3,1.427,4,2,0,False
S3,heavy_rain,E071,3,1.441,4,1,0,False
S3,heavy_rain,E072,3,1.359,2,0,0,False
S3,heavy_rain,E073,1,1.103,2,1,0,False
S3,heavy_rain,E074,2,1.299,3,2,0,False
S3,heavy_rain,E075,3,1.397,3,2,0,False
S3,heavy_rain,E076,2,1.379,5,1,1,False
S3,heavy_rain,E077,1,1.203,3,1,2,False
S3,heavy_rain,E078,3,1.429,4,2,0,False
S3,heavy_rain,E079,3,1.523,5,2,0,False
S3,heavy_rain,E080,3,1.403,3,2,0,False
S3,heavy_rain,E081,5,1.667,2,2,0,False
S3,heavy_rain,E082,4,1.526,4,0,0,False
S3,heavy_rain,E083,4,1.662,4,1,2,True
S3,heavy_rain,E084,3,1.392,3,2,0,False
S3,heavy_rain,E085,3,1.302,2,0,0,False
S3,heavy_rain,E086,4,1.471,3,0,0,False
S3,heavy_rain,E087,3,1.452,4,0,1,False
S3,heavy_rain,E088,2,1.203,2,0,0,False
S3,heavy_rain,E089,3,1.413,4,1,0,False
S3,heavy_rain,E090,3,1.411,5,0,0,False
S3,heavy_rain,E091,2,1.298,3,1,0,False
S3,heavy_rain,E092,4,1.511,2,1,0,False
S3,heavy_rain,E093,2,1.283,2,2,0,False
S3,heavy_rain,E094,2,1.317,5,0,0,False
S3,heavy_rain,E095,3,1.575,5,0,3,False
S3,heavy_rain,E096,2,1.339,4,1,0,False
S3,heavy_rain,E097,3,1.339,2,1,0,False
S3,heavy_rain,E098,1,1.22,5,0,0,False
S3,heavy_rain,E099,4,1.504,2,2,0,False
S3,heavy_rain,E100,2,1.434,5,0,3,False
S3,heavy_rain,E101,4,1.546,4,0,0,False
S3,heavy_rain,E102,4,1.547,4,0,0,False
S3,heavy_rain,E103,4,1.568,4,0,0,False
S3,heavy_rain,E104,3,1.446,4,2,0,False
S3,heavy_rain,E105,3,1.399,4,0,0,False
S3,heavy_rain,E106,3,1.352,2,0,0,False
S3,heavy_rain,E107,2,1.284,2,2,0,False
S3,heavy_rain,E108,3,1.502,2,2,2,False
S3,heavy_rain,E109,2,1.21,2,0,0,False
S3,heavy_rain,E110,3,1.414,3,1,0,False
S3,heavy_rain,E111,2,1.243,2,2,0,False
S3,heavy_rain,E112,2,1.305,4,1,0,False
S3,heavy_rain,E113,3,1.423,2,2,0,False
S3,heavy_rain,E114,4,1.532,4,0,0,False
S4,dense_fog,E001,2,1.282,1,4,0,True
S4,dense_fog,E002,3,1.348,0,3,0,False
S4,dense_fog,E003,2,1.329,2,4,0,False
S4,dense_fog,E004,1,1.026,0,2,0,False
S4,dense_fog,E005,3,1.439,1,5,0,False
S4,dense_fog,E006,2,1.236,0,4,0,False
S4,dense_fog,E007,3,1.302,1,2,0,False
S4,dense_fog,E008,3,1.414,0,5,0,False
S4,dense_fog,E009,2,1.302,1,4,0,False
S4,dense_fog,E010,2,1.224,1,3,0,False
S4,dense_fog,E011,3,1.309,0,2,0,False
S4,dense_fog,E012,2,1.191,0,2,0,False
S4,dense_fog,E013,3,1.448,2,4,0,False
S4,dense_fog,E014,2,1.266,1,4,0,False
S4,dense_fog,E015,2,1.385,2,5,0,False
S4,dense_fog,E016,2,1.245,1,2,0,False
S4,dense_fog,E017,1,1.276,1,5,3,False
S4,dense_fog,E018,3,1.461,2,5,0,False
S4,dense_fog,E019,4,1.491,1,3,0,False
S4,dense_fog,E020,2,1.227,0,3,0,False
S4,dense_fog,E021,3,1.504,2,5,0,False
S4,dense_fog,E022,4,1.456,1,3,0,False
S4,dense_fog,E023,3,1.374,0,3,0,False
S4,dense_fog,E024,3,1.384,2,3,0,False
S4,dense_fog,E025,2,1.212,0,2,0,False
S4,dense_fog,E026,2,1.193,1,2,0,False
S4,dense_fog,E027,1,1.175,0,5,0,False
S4,dense_fog,E028,2,1.318,2,3,0,False
S4,dense_fog,E029,1,1.075,0,3,0,False
S4,dense_fog,E030,3,1.38,2,2,0,False
S4,dense_fog,E031,2,1.32,1,5,0,False
S4,dense_fog,E032,3,1.457,1,5,0,False
S4,dense_fog,E033,2,1.311,1,4,0,False
S4,dense_fog,E034,2,1.281,2,4,0,False
S4,dense_fog,E035,2,1.234,1,3,0,False
S4,dense_fog,E036,3,1.401,1,5,0,False
S4,dense_fog,E037,1,1.061,0,2,0,False
S4,dense_fog,E038,3,1.361,2,2,0,False
S4,dense_fog,E039,3,1.381,0,5,0,False
S4,dense_fog,E040,3,1.399,0,4,0,False
S4,dense_fog,E041,3,1.268,0,2,0,False
S4,dense_fog,E042,1,1.228,1,5,0,False
S4,dense_fog,E043,1,1.197,1,5,0,False
S4,dense_fog,E044,2,1.206,1,2,0,False
S4,dense_fog,E045,3,1.339,1,3,0,False
S4,dense_fog,E046,2,1.183,0,3,0,False
S4,dense_fog,E047,4,1.578,2,5,0,False
S4,dense_fog,E048,3,1.423,2,3,0,False
S4,dense_fog,E049,1,1.31,2,5,2,False
S4,dense_fog,E050,3,1.297,0,3,0,False
S4,dense_fog,E051,2,1.3,2,3,0,False
S4,dense_fog,E052,3,1.482,2,5,0,False
S4,dense_fog,E053,1,1.144,2,3,0,False
S4,dense_fog,E054,1,1.219,1,5,0,False
S4,dense_fog,E055,2,1.286,1,3,0,False
S4,dense_fog,E056,2,1.198,0,3,0,False
S4,dense_fog,E057,3,1.31,0,2,0,False
S4,dense_fog,E058,1,1.165,2,3,0,False
S4,dense_fog,E059,2,1.281,2,4,0,False
S4,dense_fog,E060,2,1.181,0,3,0,False
S4,dense_fog,E061,2,1.268,0,4,0,False
S4,dense_fog,E062,3,1.404,0,4,0,False
S4,dense_fog,E063,1,1.228,2,3,2,False
S4,dense_fog,E064,2,1.388,2,4,2,False
S4,dense_fog,E065,2,1.29,1,5,0,False
